patent_id,source,title,date,assignee,abstract,scraped_at
11689249,USPTO,Geographical localization of 5G/6G network users and base stations,2023-06-27,"ULTRALOGIC 6G, LLC","Disclosed are systems and methods for entities in a 5G or 6G wireless network to indicate their geographical location to other entities. A base station can inform the user devices of its antenna location so that the users can direct beams toward the antenna. Mobile users can update their location information to the base station so that the base station can direct beams toward the mobile users in real-time. For example, the base station can embed the latitude and longitude of the base station antenna in a system information message, such as an unallocated portion of the SSB (synchronization signal block) which is periodically broadcast, and the users can transmit location-update messages to the base station using disclosed formats. By directing transmission beams and reception beams toward each other, base stations and users can obtain substantially improved reception with reduced background generation and reduced energy consumption.",2026-02-01
11689407,USPTO,Method and apparatus for downlink OFDMA having DFT-precoding applied thereto,2023-06-27,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transfer rate beyond a 4G communication system, such as LTE. A method by a base station in a communication system according to an embodiment may include: determining the number of DFT-precoding chunks on which DFT precoding is performed; determining a power backoff value of a power amplifier (PA) of the base station; transmitting information indicating the number of DFT-precoding chunks to a terminal; transmitting downlink control information (DCI) including a resource allocation field, configured based on the number of DFT-precoding chunks, to the terminal; and transmitting data to the terminal according to the resource allocation field included in the DCI.",2026-02-01
11706004,USPTO,Method for assigning identifiers to fronthaul traffic flows in O-RAN compliant radio access network,2023-07-18,"Mavenir Systems, Inc.","A method of enabling enhanced Management Plane functions on the fronthaul interface between Open Radio Access Network Radio Unit (O-RU) and O-RAN Distributed Unit (O-DU) includes: identifying four subfields within 16-bit Extended Antenna Carrier Id (Eaxc-ID) field using a first set of four specified bitmasks including DU_Port_ID bitmask, BandSector_ID bitmask, CC_ID bitmask, and RU_Port_ID bitmask; and providing a second set of specified bitmasks including at least one of band-bitmask, sector-bitmask, channel-type-bitmask, and layer-antenna-port-bitmask, wherein: i) band bitmask defines which bits within the BandSector_ID bitmask subfield are used to indicate band; ii) sector bitmask defines which bits within the BandSector_ID bitmask subfield are used to indicate sector-id; iii) channel-type bitmask defines which bits within the RU_Port_ID bitmask subfield are used to indicate channel type; and iv) layer-antenna-port bitmask defines which bits within the RU_Port_ID bitmask subfield are used to indicate one of antenna port number or data layer number.",2026-02-01
11711550,USPTO,Method and apparatus for supporting teleconferencing and telepresence containing multiple 360 degree videos,2023-07-25,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th Generation (5G) or 6th Generation (6G) communication system for supporting a higher data transmission rate. The method of a first entity performing a media resource function (MRF) includes transmitting, to a second entity, a session description protocol (SDP) offer message for an SDP negotiation associated with a conference providing a plurality of 360-degree videos, and receiving, from the second entity, an SDP answer message. Wherein the SDP offer message includes a plurality of media descriptions for the plurality of 360-degree videos, and wherein, in case that a first 360-degree video of the plurality of 360-degree videos is originated from one of a plurality of sources at a conference location of the conference, a first media description for the first 360-degree video includes a content attribute for identifying a source from which the first 360-degree video is originated.",2026-02-01
11716145,USPTO,DAS for multi-frequency band and multi-carrier based on O-RAN standard,2023-08-01,"ADRF KOREA, Inc.","Provided is a distributed antenna system (DAS) for multi-frequency band and multi-carrier equipped with an open radio access network (O-RAN) remote unit (RU) according to an O-RAN technology standard for building a next-generation radio infrastructure. To this end, the DAS for multi-carrier and multi-frequency band based on an O-RAN standard includes an O-RAN RU connected to a fronthaul network according to an O-RAN split option specification of base station transceiver systems (BTSs), and including a plurality of O-RAN RUs to accommodate a plurality of carriers and a plurality of frequency bands; and a channel combiner to which outputs of the plurality of O-RAN RUs are combined.",2026-02-01
11716653,USPTO,"Management of uplink transmission in O-RAN, transport path group",2023-08-01,Telefonaktiebolaget LM Ericsson (Publ),"A transport path group for uplink transmission over a fronthaul interface. The transport path group may include (i) an address of a first source port of a radio unit (RU), (ii) an address of a first destination port of a distributed unit (DU), and (iii) an address of a second source port of the RU, an address of a second destination port of the DU, and/or a flow identifier (e.g., a virtualized local area network (VLAN)). A request for user data conveyed by the DU and received by the RU may identify the transport path group. The RU may use the fronthaul interface to convey to the DU first and second portions of the requested user data over first and second different paths from the RU to the DU. The RU may employ load balancing parameters to convey the first and second portions of the requested user data.",2026-02-01
11722374,USPTO,MAC address dynamic assignment for a network element,2023-08-08,"Harmonie, Inc.","Approaches for dynamic assignment of a MAC address. An article of manufacture may comprise a non-volatile memory and a network element that comprises a CPU. The network element may be a remote PHY device, an Ethernet switch, a Remote MACPHY Device (RMD), a Passive Optical Network (PON) Optical Line Terminal (OLT), a Passive Optical Network (PON) Optical Network Unit (ONU), a Wi-Fi hot spot router, a Long-Term Evolution (LTE) device, an O-Ran device, or a Light Detection and Ranging (LIDAR) routing device. A communication link exists between the CPU of the network element and the non-volatile memory of the article of manufacture. A module on the network element causes the network element to retrieve, across the communication link, at least one MAC address from the non-volatile memory of the remote PHY node and adopt a MAC address to identify itself any time that the article of manufacture reboots.",2026-02-01
11728398,USPTO,Device and method for managing electromagnetic radiation,2023-08-15,"The Government of the United States of America, as represented by the Secretary of the Navy","Semiconductor devices having conductive floating gates superimposed on and/or embedded within a conducting channel for managing electromagnetic radiation in the device. The conductive floating gates can comprise a one- or two-dimensional array of asymmetric structures superimposed on and/or embedded within the conducting channel. The conductive floating gates can comprise Nb2N, Ta2N, TaNx, NbNx, WNx, or MoNx or any transition metal nitride compound. The device can include a plurality of conductive floating gates on a rear surface of a barrier layer, wherein each of the conductive floating gates might be separately biased for individual tuning. Antennas for capturing or emitting THz or sub-THz radiation could be attached to the device contacts. Terahertz or infrared radiation could be manipulated by driving a current through the conducting channel into a plasmonic boom regime. Additional manipulation of the electromagnetic radiation could be achieved by having antennas with an appropriate phase angle shift.",2026-02-01
11729773,USPTO,Apparatus and method for signaling of message sequencing for fronthaul interface,2023-08-15,"SAMSUNG ELECTRONICS CO., LTD.","An O-RAN packet to be transmitted includes a header having a packet sequence number that is independent of an uplink/downlink direction in which the packet is to be transmitted. The header, which may be an eCPRI or RoE header, is generated without regard for a data direction bit. The packet sequence number is generated within a sequence count generator of the controller that operates separately from generation of a remainder of the packet and that ignores the data direction bit.",2026-02-01
11737122,USPTO,Centralized network policy controller and method for operating,2023-08-22,T-Mobile Innovations LLC,"Systems and methods are provided for controlling implementation of network policies in a system including a core network and an open radio access network (O-RAN). The method includes receiving a request for accessing one of multiple network components from an application at a centralized network policy controller. The method additionally includes evaluating the request at the central network policy controller to determine if the request is core related or RAN related and assigning the application to a selected one of the multiple network components based on the evaluation, wherein the selected one is a core component when the request is core-related and the selected one is a RAN component when the request is RAN-related.",2026-02-01
11742587,USPTO,Antenna module and electronic device including same,2023-08-29,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a higher data transfer rate beyond 4th generation (4G) communication such as long-term evolution (LTE). An antenna module is provided. The antenna module includes a communication circuit, an antenna unit comprising multiple antenna elements constituting a subarray, and a network unit disposed beneath the antenna unit in multiple layers, the network unit comprising at least one transmission line configured to be branched to positions of the multiple antenna elements, a via hole extending through the multi-layer, and a stub structure disposed on an area adjacent to the via hole. The open stub structure designed on a first layer forming a ground plane, among the multiple layers, may include a first via pad disposed to be adjacent to the via hole, a first open stub extending from the first via pad in a first direction, and a first slot part configured to surround the first via pad and the first open stub. The short stub structure designed on a second layer different from the first layer having the open stub structure designed thereon may include a second via pad disposed to be adjacent to the via hole, a short stub extending from the second via pad in a second direction perpendicular to the first direction, a transformer extending from the second via pad in a third direction different from the second direction so as to be connected to the at least one transmission line, and ",2026-02-01
11749890,USPTO,Millimeter-wave scalable PLL-coupled array for phased-array applications,2023-09-05,The Regents of the University of California,"Techniques, systems and architectures for generating desired phase shifts in a phased array to control the directions of radiation in a wide range of angles are disclosed. Particularly, phased array architectures based on novel PLL-coupled phase shifting techniques for implementation in millimeter-wave (mm-wave) and sub-terahertz (sub-THz) operations range are described. In one aspect, a phased array including an array of unit cells is disclosed. In some embodiments, each unit cell in the array of unit cells includes a dual-nested PLL that is configured to effectuate phase locking and frequency locking to a reference signal from an adjacent unit cell. Moreover, each PLL includes control circuitry that can generate a wide range of phase shifts between adjacent unit cells to facilitate phased-array operations. Note that using the dual-nested PLL to generate a desired phase shift between adjacent radiating elements eliminates the use of conventional lossy phase shifters in the phased array.",2026-02-01
11764873,USPTO,Electronic device for converting a wireless signal into at least one modulated optical signal,2023-09-19,ETH ZURICH,"Disclosed is an electronic device (1) for converting a wireless signal (2) in the mm-wave or sub-THz range into at least one modulated optical signal (16). The electronic device (1) comprises an antenna element (11) for converting the wireless signal (2) into a guided electrical signal (12), wherein the antenna element (11) is arranged on a printed circuit board (10b′) or on a first integrated chip (10′). The electronic device (1) comprises an electrical signal converter (13) for converting the at least one guided electrical signal (12) into a conditioned electrical signal (14), wherein the electrical signal converter (13) is arranged on a second integrated chip (10″). The electronic device (1) comprises a modulator (15) for converting the conditioned electrical signal (14) into the modulated optical signal (16), wherein the modulator (15) is arranged on a third integrated chip (10′″), and wherein the modulator (15) comprises a waveguide (151) and a cladding (152) comprising a first cladding portion (1521) having a conductive material at an interface with the waveguide (151) and a second cladding portion (1522) having a conductive material at an interface with the waveguide (151).",2026-02-01
11777595,USPTO,Non-geostationary satellite communications network architectures with mesh network edge data centers,2023-10-03,Unknown,"This disclosure includes various examples and variations of communications networks that employ a satellite network with a plurality of HEO and/or MEO satellites. Regional data centers may be connected to the satellite via gateways. Edge devices may connect to the network through a plurality of edge micro data centers configured in a mesh network to provide distributed and dynamically allocatable compute and storage resources. Each edge micro data center may include a RAN controller to implement an O-RAN network (e.g., via a 5G Node B cell site) to provide end-user devices direct access to the distributed compute and storage resources of the mesh network of edge micro data centers without intermediary backhaul transport layers. Microwave links or other terrestrial network types may be employed to facilitate the mesh network of edge micro data centers.",2026-02-01
11805156,USPTO,Method and apparatus for processing immersive media,2023-10-31,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a fifth generation (5G) communication system or a sixth generation (6G) communication system for supporting higher data rates beyond a fourth generation (4G) communication system such as long term evolution (LTE). The disclosure provides rendering of fisheye 360 degree video contents, including fisheye circular image videos. A method of a transmitting device is provided. The method includes transmitting, to a receiving device, a Session Description Protocol (SDP) offer message for negotiation of parameter associated with a fisheye image, and receiving, from the receiving device, a fisheye SDP answer message including second fisheye image related information generated based on first fisheye image related information included in the SDP offer message. wherein the first fisheye image related information includes first maximum packing information indicating a maximum number of fisheye images that is available to be packed into one stream.",2026-02-01
11811465,USPTO,Detection of passive intermodulation distortion in open radio access network,2023-11-07,VIAVI Solutions Inc.,"A test device can be used with an Open Radio Access Network (O-RAN) fronthaul and to test an uplink communication channel. The test device determines an uplink communication channel for passive intermodulation distortion (PIM) testing. The test device generates and transmits control plane (C-plane) messages to request the future RBs from an O-RAN radio unit (O-RU) installed at a cell site according to a delay time period. The test device receives user plane (U-Plane) messages from the O-RU containing data for the future RBs, and determines whether PIM is detected.",2026-02-01
11811863,USPTO,Method and apparatus for providing network analytics in a wireless communication system,2023-11-07,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method performed by a first network data analytics function (NWDAF) is provided. The method comprises: receiving, from a NWDAF service consumer, a first request for first analytics information, the first request including first time information on a first time duration when the first analytics information is needed for the NWDAF service consumer; transmitting, to a second NWDAF, a second request for second analytics information, the second request including second time information on a second time duration when the second analytics information is needed for the first NWDAF; receiving, from the second NWDAF, a second response including the second analytics information; and transmitting, to the NWDAF service consumer, a first response including the first analytics information generated based on second analytics information received from the at least one second NWDAF.",2026-02-01
11818772,USPTO,Static configuration for processing a message in a two-step random access procedure in an open radio access network,2023-11-14,QUALCOMM Incorporated,"An open radio access network (O-RAN) may include a control unit that communicates with a core network, a distributed unit that communicates with the control unit, a radio unit that communicates with the distributed unit and a user equipment (UE). Currently, the O-RAN may lack support for static configuration for a physical uplink shared channel (PUSCH) communication of message-A in a third generation partnership project (3GPP) two-step random access procedure. Hence, according to some aspects of the disclosure, the distributed unit may receive, from a radio unit, a static configuration support indication for receiving payload data via a message in a two-step random access procedure, the message including a preamble and the payload data. The distributed unit may further transmit, in response to receiving the static configuration support indication, static configuration information to the radio unit, the static configuration information for receiving the payload data communicated via the message.",2026-02-01
11832312,USPTO,Method and apparatus for random access in wireless communication system,2023-11-28,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a higher data transmission rate than a post-4th Generation (4G) communication system such as long-term evolution (LTE). A method of performing random access by a user equipment (UE) in a wireless communication system is provided. The method includes receiving a first signal including at least one reference signal from a base station (BS), measuring the at least one reference signal and transmitting a second signal to the BS through first uplink resources corresponding to a selected reference signal, and transmitting a random access preamble through a physical random access channel (PRACH) resource corresponding to the selected reference signal.",2026-02-01
11838091,USPTO,Method and apparatus for beam failure recovery in wireless communication system,2023-12-05,"SAMSUNG ELECTRONICS CO., LTD.","A fifth generation (5G) or sixth generation (6G) communication system for supporting a higher data transmission rate is provided. A method performed by a terminal configured with a carrier aggregation (CA) for a first cell and a second cell is provided. The method includes determining a beam failure of the first cell, in response to the determining of the beam failure of the first cell, transmitting a first message of a random access for a beam failure recovery, receiving a second message of the random access on a physical downlink shared channel (PDSCH) of the first cell based on the transmission of the first message, transmitting a third message of the random access based on the second message and receiving a fourth message of the random access on the PDSCH of the first cell based on the transmission of the third message, wherein control information is received on a PDCCH.",2026-02-01
11838169,USPTO,Remote logging management in multi-vendor O-RAN networks,2023-12-05,Dell Products L.P.,"A radio access network includes first and second hardware systems. The first hardware system instantiates a radio unit (RU) controller of the radio access network. The second hardware system instantiates a RU of the radio access network. The RU includes a plurality of data modules, each configured to provide a logging function for the RU. The RU controller provides a list of access control groups (ACGs) to the RU, each ACG associating an operator on the radio access network with at least one of the data modules. The RU arranges the data modules into logging modules, each logging module associated with a particular ACG, the RU being configured to restrict access to the data modules based upon the logging modules.",2026-02-01
11844094,USPTO,Method and apparatus to transmit and receive signal for groupcast in wireless communication system,2023-12-12,"SAMSUNG ELECTRONICS CO., LTD.",The disclosure relates to a 5G or 6G communication system for supporting higher data transmission rates than 4G communication systems such as LTE systems. A method performed by a base station in a wireless communication system is provided. The method includes generating a signal including configuration information for at least one bandwidth part (BWP) and transmitting the generated signal. At least part of the at least one BWP may be configured as a resource for multicast.,2026-02-01
11863393,USPTO,Systems and methods for high availability in telco cloud for radio access network,2024-01-02,"EdgeQ, Inc.","System and method embodiments are disclosed for high availability management for open radio access network (O-RAN). The O-RAN may be deployed on cloud with the O-CU deployed on a region cloud, O-RUs deployed on a cell site O-Cloud, and O-DUs deployed on an edge cloud. Each O-RU may comprise one or more RF clusters, computation clusters, and interface clusters. O-RU instances and O-DU instances may be instantiated with redundancy on the cell site O-Cloud and on the edge cloud, respectively, to serve one or more users. Local and central high-availability (HA) managers may be used to monitor O-RU instance performance for failure prediction/detection and to monitor internal states of each O-DU instance. In response to O-RU instance failure or O-DU internal states beyond/below state thresholds, new O-RU or O-DU instances may be instantiated as replacement instances for O-Cloud high availability management.",2026-02-01
11864018,USPTO,Enabling 2G and 3G cellular radio communications over a packet-based open radio access network fronthaul interface,2024-01-02,"Mavenir Systems, Inc.","There is provided an Open Radio Access Network (O-RAN) that includes a fronthaul interface over which an O-RAN Distributed Unit (O-DU) and an O-RAN Radio Unit (O-RU) communicate with one another and exchange O-RAN standard defined user-plane (U-plane) packets and control-place (C-Plane) packets. The fronthaul interface carries control and management information via management-plane (M-Plane) message exchange, and timing synchronization is achieved in accordance with synchronization-plane (S-Plane) procedures, and the O-RAN accommodates communications via 2G and 3G based mobile networks.",2026-02-01
11882006,USPTO,User interface for 5G radio access network (RAN) topology,2024-01-23,"Juniper Networks, Inc.","Techniques are disclosed for a user interface for displaying a topology representation of infrastructure of a 5G Radio Access Network (RAN), such as an Open Radio Access Network (O-RAN) 5G infrastructure. For example, a computing system displays, via a user interface, first icons, each icon of the first icons representing first components providing Level-1 functionality for the O-RAN 5G infrastructure, such as non-real-time RAN Intelligent Controllers (RICs). The computing system receives, via the user interface, a selection of a first icon of the first icons. In response to the selection, the computing system displays, via the user interface, second icons, each icon of the second icons representing second components managed by a component of the first components corresponding to the selected first icon. The second components provide Level-2 functionality for the O-RAN 5G infrastructure, such as near-real-time RICs.",2026-02-01
11888685,USPTO,"System, method, and computer program for a model driven non-real time radio intelligent controller (RIC) for O-RAN management and orchestration",2024-01-30,AMDOCS DEVELOPMENT LIMITED,"As described herein, a system, method, and computer program are provided for a model driven Non-RT RIC design for O-RAN management and orchestration. One or more features of one or more onboarded Non-RT RIC applications are determined. During run-time of the Non-RT RIC, a set of components are deployed for the Non-RT RIC based on the one or more features of the one or more onboarded Non-RT RIC applications.",2026-02-01
11888687,USPTO,Method for provisioning instance in communication system supporting multiple architectures,2024-01-30,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method of operating a management service (MnS) in a communication system supporting a plurality of architectures according to an embodiment of the present disclosure includes identifying an architecture supported by a first instance which is running and a list of functions for the architecture, determining whether to use the first instance based on a result of the identification and a requirement for service provision, and terminating the first instance and generating a second instance in case that the MnS determines not to use the first instance.",2026-02-01
11889508,USPTO,System and method for managing a cellular network,2024-01-30,"KEYSIGHT TECHNOLOGIES, INC.","A system for managing a cellular network implemented based on O-RAN standards includes an O-DU for generating a first control-plane message requesting a first set of radio resources responsive to a scheduled uplink transmission from a user device, where the first set of radio resources includes an assigned portion of a carrier signal allocated for the uplink transmission; an interposer unit for receiving the first control-plane message, and generating a second control-plane message requesting a second set of radio resources including a remaining portion of the carrier signal; and an O-RU for receiving the first and second control-plane messages, receiving the uplink transmission, and generating user-plane message(s) including first and second digitized data correlated with the first and second control-plane messages. The interposer unit sends the first digitized data to the O-DU without sending the second digitized data, and monitors the carrier signal using the first and second digitized data.",2026-02-01
11895531,USPTO,Method and device for regulating flow of data transmission in a wireless network,2024-02-06,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. The method comprises: receiving a flow index corresponding to a plurality of applications available at an electronic device, wherein the flow index represents a type of the flow, and a priority of the flow; determining whether connection for the data transmission exists between the electronic device and an internet server based on the flow index; performing one of regulating the flow based on the flow index in response to determining that the connection for the data transmission exists between the electronic device and the internet server, and discarding the flow index received from the electronic device for regulation of the flow in response to determining that the connection for the data transmission does not exists.",2026-02-01
11917527,USPTO,Resource allocation and activation/deactivation configuration of open radio access network (O-RAN) network slice subnets,2024-02-27,Intel Corporation,"An apparatus for a Non-Real-Time RAN Intelligent Controller (Non-RT RIC) of a Service Management and Orchestration (SMO) entity of an Open Radio Access Network (O-RAN) includes processing circuitry coupled to memory. To configure the Non-RT RIC for allocation of network slice subnet instance (NSSI) resources in the O-RAN, the processing circuitry is to collect performance measurements related to usage of the NSSI resources. An artificial intelligence (AI)/machine learning (ML) model is trained based on the performance measurements. The allocation of the NSSI resources is optimized at a time determined by an inference of the AI/ML model.",2026-02-01
11917587,USPTO,Supporting multi-signal source communications in a distributed communications system,2024-02-27,CORNING RESEARCH & DEVELOPMENT CORPORATION,"Supporting multi-signal source communications in a distributed communications system (DCS) is disclosed. The DCS includes a routing circuit configured to route downlink and uplink communications signals between multiple signal sources and a number of remote units. In examples disclosed herein, the routing circuit and each of the remote units are functionally divided based on an open radio access network (O-RAN) Split 7.2 configuration. To support downlink communications from multiple signal sources, the routing circuit generates a downlink frequency-domain communications signal, which includes one or more selected logical channels associated with one or more of the multiple signal sources, for each of the remote units in the DCS. Accordingly, each remote unit converts the downlink frequency-domain communications signal into a downlink time-domain communications signal for transmission in a downlink radio frequency (RF) communications signal. As such, it may be possible to improve scalability while reducing cost and space of the DCS.",2026-02-01
11936400,USPTO,Method and apparatus for encoding and decoding polar code,2024-03-19,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a fifth generation (5G) or sixth generation (6G) communication system for supporting a higher data transmission rate. An encoding apparatus may obtain state-indicator information indicating a state of each of bits included in the polar code based on an index set of the bits, identify a weak-bit or a second weak-bit corresponding to a parity bit candidate position preset according to an interconnection within a parity-check (PC)-chain of the polar code and between PC-chains of the polar code as a parity bit, based on a number of weak-bits determined according to the state-indicator information and a number of bits to be used as parity bits, and obtain a polar code including the identified parity bit.",2026-02-01
11936527,USPTO,Multi-access edge computing (MEC),2024-03-19,"SAMSUNG ELECTRONICS CO., LTD.","Disclosed is a method for managing an application instance by a multi-access edge computing orchestrator (MEO) in a multi-access edge computing (MEC) system in a 5G or 6G communication system for supporting a higher data transmission rate, with the method including receiving, from an operational support system (OSS), an application instantiation request including a completion timer in which to finish the instantiation request; selecting at least one MEC platform manager (MEPM) for requesting the application instantiation; transmitting, to the selected MEPM, the application instantiation request; and transmitting, to the OSS, a response indicating that the application instantiation has failed, in case that the completion timer expires before receiving a configuration response from the selected MEPM.",2026-02-01
11943160,USPTO,Resource-efficient demarcations for downlink messages in 5G and 6G,2024-03-26,Unknown,"To assist a user device of a 5G or 6G network in finding its downlink messages, the base station can attach a leading and trailing demarcation to the message. The user device can recognize the demarcations, extract the data between them, and thereby receive the message without computation-intensive searching. Advantageously, the user device can request that the base station not transmit DCI (downlink control information) messages to the user device, since the user device can readily find its messages according to the demarcations. In various embodiments, the demarcations can indicate the address or identity of the intended recipient, the length of the message, the type of the message, and other information to assist the user device. In addition, for even easier detection of the demarcations, the base station can insert a gap of no transmission before and/or after each demarcation. Such demarcations may enable low-cost reduced-capability user devices.",2026-02-01
11943306,USPTO,Method and device for supporting alternative network slice in wireless communication system,2024-03-26,"SAMSUNG ELECTRONICS CO., LTD.",The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. Provided is a method of solving a problem in which PDU session creation is rejected due to an NSAC in a wireless communication system according to an embodiment of the disclosure through alternative S-NSSAI.,2026-02-01
11943620,USPTO,Context-based security over interfaces in O-RAN environments in mobile networks,2024-03-26,"Palo Alto Networks, Inc.","Techniques for applying context-based security over interfaces in O-RAN environments in mobile networks are disclosed. In some embodiments, a system/process/computer program product for applying context-based security over interfaces in O-RAN environments in mobile networks includes monitoring network traffic on a mobile network at a security platform to identify a GTP-U tunnel session setup message associated with a new session; extracting a plurality of parameters from the GTP-U tunnel session setup message and from F1AP traffic to extract contextual information at the security platform; and enforcing a security policy at the security platform on the new session based on one or more of the plurality of parameters to apply context-based security to the network traffic transported between O-RAN Distributed Unit (O-DU) and O-RAN Centralized Unit Control Plane (O-CU-CP) nodes in an O-RAN environment in the mobile network.",2026-02-01
11956176,USPTO,Apparatus and method for multiplexing of integrated access and backhaul (IAB) node in wireless communication system,2024-04-09,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th Generation (5G) or 6th Generation (6G) communication system for supporting a higher data transmission rate. A method of operating an Integrated Access and Backhaul (IAB) donor node in a wireless communication system is provided. The method includes transmitting Frequency Division Multiplexing (FDM)-related information or Spatial Division Multiplexing (SDM)-related information to an IAB node, receiving necessary information from the IAB node, and transmitting or receiving backhaul data with respect to the IAB node by applying the FDM or the SMD, based on the FDM-related information or the SMD-related information.",2026-02-01
11963095,USPTO,Methods and systems for handling network slice admission control for UE,2024-04-16,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. Methods and systems for handling network slice admission control for User Equipment (UE) are provided. The disclosure relates to network slicing and more particularly, to a system and method of ensuring that a communication system is able to accurately enforce quota on the maximum number of UEs concurrently registering for a network slice defined by a Single Network Slice Selection Assistance Information (S-NSSAI). The disclosure describes how the limits of “Number of Terminals” configured for an S-NSSAI may be accurately maintained in a Network Slice Admission Control Function (NSACF), and thus the enforcement may be performed when the limit is really exhausted. The disclosure also describes that a deregistration notification from a Unified Data Management (UDM) may act as a trigger for an old Mobility Management Function (AMF) to decrement counts in the NSACF as the old AMF is no longer serving the UE.",2026-02-01
11967991,USPTO,DAS for multi-frequency band and multi-carrier based on O-RAN standard,2024-04-23,"ADRF KOREA, Inc.","A distributed antenna system (DAS) for multi-carrier and multi-frequency band based on an O-RAN standard in an open radio access network (O-RAN)-based mobile communication network is provided. The DAS includes an O-RAN remote unit (RU) connected to a fronthaul network according to an O-RAN split option specification of base station transceiver systems (BTSs), and comprising a plurality of O-RAN RUs to accommodate a plurality of carriers and a plurality of frequency bands, and a channel combiner to which outputs of the plurality of O-RAN RUs are combined. The channel combiner is an analog combiner. The DAS further includes an optical distribution unit (ODU) connected to the analog combiner, and a radio unit (RU) connected to the ODU. The RU includes an optical receiving unit (ORU), a high power amplifier (HPA), a low noise amplifier (LNA), and a duplexer or filter.",2026-02-01
11973655,USPTO,SDL cache for O-RAN,2024-04-30,VMware LLC,"Some embodiments provide a method of performing control plane operations in a radio access network (RAN). The method deploys several machines on a host computer. On each machine, the method deploys a control plane application to perform a control plane operation. The method also configures on each machine a RAN intelligent controller (RIC) SDK to serve as an interface between the control plane application on the same machine and a set of one or more elements of the RAN. In some embodiments, the RIC SDK on each machine includes a set of network connectivity processes that establish network connections to the set of RAN elements for the control plane application. These RIC SDK processes allow the control plane application on their machine to forego having the set of network connectivity processes. In some embodiments, the set of network connectivity processes of each RIC SDK of each machine establishes and maintains network connections between the machine and the set of RAN elements used by the control plane application of the machine, and handles data packet transport to and from the set of RAN elements for the control plane application.",2026-02-01
11979931,USPTO,Wireless network and methods to maintain MA PDU session at NSACF,2024-05-07,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. Embodiments herein disclose a wireless network and methods to maintain a MA PDU session at a NSACF entity. The method includes determining, by a SMF entity, that a PDU session is the MA PDU session based on an indication from a UE. Further, the method includes indicating, by the SMF entity, that the PDU session is the MA PDU session to the NSACF entity in response to determination. The wireless network may maintain the count accurately even though the PDU session is a MA PDU session.",2026-02-01
11996971,USPTO,Enhanced throughput and reliability with zero-power states in 5G and 6G,2024-05-28,Unknown,"A 5G/6G network can include a modulation scheme for uplink and downlink messaging using a special zero-power modulation level, in addition to the regular amplitude modulation levels of, for example, QAM. The receiver can demodulate each message element by comparing the amplitude to the various amplitude levels, including the zero-power level, and thereby increase the bits per message element, and hence the communication throughput, at no increase in transmitted power. In addition, the zero-power states can reveal intrusive noise and interference in the proximate message, enabling correction before the demodulation. The zero-power amplitude may be added to conventional modulation schemes, such as an additional zero-power amplitude level in QAM, PSK, and amplitude-phase modulation schemes, thereby providing greater versatility at little or no cost and no additional transmission power.",2026-02-01
11997498,USPTO,Cybersecure low-complexity IoT sub-networks for 5G/6G,2024-05-28,Unknown,"A network architecture is disclosed for intrinsic cybersecurity of low-cost, low-complexity IoT devices such as single-task sensors and actuators. The IoT devices are configured in a star topology sub-network, in which a number of IoT “end devices” communicate exclusively with a single “hub device” that manages the sub-network. The hub device is also connected to a larger network such as a 5G or 6G network. Each end device makes a measurement or operates an actuator on instructions from the hub device, and transmits data results back to the hub device, which then transmits the results (or a summary thereof) up to the base station of the larger network. Thus the larger network is relieved of responsibility for routine managing of the end devices, since the hub device does that. Also the larger network is protected from cyberattacks by configuring each end device to boot and execute from ROM, and other features described herein.",2026-02-01
12003433,USPTO,Interfacing 2G and 3G cellular radio communication systems to a packet-based eCPRI/RoE/O-RAN compliant front haul interface,2024-06-04,"Mavenir Systems, Inc.","There is provided, an open radio access network distributed unit (O-DU) having an electronic module that performs an FS-8 Radio Access Technology (RAT) functionality such as frequency hopping, downlink (DL) carrier aggregation, uplink (UL) channelization, power control, and fast automatic gain control (AGC).",2026-02-01
